"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","총종업원수","축산물가공업구분명","축산업무구분명","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"846","상계우리들약국","서울특별시 노원구 상계동 169-330번지 ","서울특별시 노원구 한글비석로 416 1층 (상계동 상계의원)","20150414","운영중","","","","","","","","","동물약국","","206232.64364300000  ","462453.57407700000  ","310000001120150004","정상"
"847","우리약국","서울특별시 노원구 중계동 366-6번지 ","서울특별시 노원구 한글비석로 264 105106호 (중계동)","20150511","운영중","","","","","","","","","동물약국","999-6229","206824.85484100000  ","461283.80524100000  ","310000001120150005","정상"
"848","태평양약국","서울특별시 중랑구 망우동 488-3번지 ","서울특별시 중랑구 망우로 413 (망우동)","20051107","운영중","","","","","0","","","","동물약국","438-6250","208669.97523400000  ","455567.03214900000  ","306000001120050003","정상"
"849","우리종로약국","서울특별시 중랑구 망우동 465-14번지 ","서울특별시 중랑구 용마산로 501 (망우동)","20090519","운영중","","","","","0","","","","동물약국","02-433-1100","208822.91129800000  ","455144.74350900000  ","306000001120090001","정상"
"850","다정옵티마약국","서울특별시 중랑구 중화동 308-1번지 ","서울특별시 중랑구 동일로143길 29 (중화동)","20100209","운영중","","","","","0","","","","동물약국","02-435-6468","206786.97776200000  ","456166.06982800000  ","306000001120100001","정상"
"851","태릉프라자약국","서울특별시 중랑구 중화동 315-10번지 ","서울특별시 중랑구 중랑역로 51 (중화동)","20110111","운영중","","","","","0","","","","동물약국","2208-0922","206792.78282200000  ","455425.67372100000  ","306000001120110001","정상"
"852","정다운 온누리약국","서울특별시 중랑구 면목동 472-18번지 1층 ","서울특별시 중랑구 사가정로 401 1층 (면목동)","20121123","운영중","","","","","","","","","동물약국","437-3253","207902.07113900000  ","453481.53410000000  ","306000001120120001","정상"
"853","사가정 약국","서울특별시 중랑구 면목동 604-4번지 ","서울특별시 중랑구 사가정로51길 3 (면목동)","20130604","운영중","","","","","","","","","동물약국","434-7234","207753.12291700000  ","453502.00410300000  ","306000001120130002","정상"
"854","백세약국","서울특별시 중랑구 신내동 667번지 1층 109호","서울특별시 중랑구 신내로 82 1층 109호 (신내동)","20130709","운영중","","","","","","","","","동물약국","3421-7015","208438.23203200000  ","456348.92792400000  ","306000001120130004","정상"
"855","성경온누리약국","서울특별시 중랑구 망우동 149-16번지 ","서울특별시 중랑구 망우로 478 (망우동)","20130725","운영중","","","","","0","","","","동물약국","432-6443","209295.48122400000  ","455648.70361800000  ","306000001120130007","정상"
"856","방약국","서울특별시 중랑구 면목동 367-6번지 ","서울특별시 중랑구 면목로 260 1층 (면목동)","20130726","운영중","","","","","0","","","","동물약국","432-0596","207596.03137000000  ","452936.39954100000  ","306000001120130008","정상"
"857","이안온누리약국","서울특별시 중랑구 면목동 634-8번지 성일빌딩 1층 ","서울특별시 중랑구 면목로 305 1층 (면목동 성일빌딩)","20130731","운영중","","","","","","","","","동물약국","493-5074","207723.53184500000  ","453352.88301900000  ","306000001120130010","정상"
"858","건명약국","서울특별시 중랑구 면목동 126-6번지 ","서울특별시 중랑구 면목로 421 (면목동)","20130808","운영중","","","","","","","","","동물약국","435-3900","207688.35172700000  ","454457.35903800000  ","306000001120130013","정상"
"859","참약국","서울특별시 중랑구 상봉동 202-1번지 1층 ","서울특별시 중랑구 상봉중앙로1길 12 1층 (상봉동)","20140415","운영중","","","","","","","","","동물약국","02-2208-1156","207719.51231000000  ","455564.82389700000  ","306000001120140001","정상"
"860","튼튼약국","서울특별시 중랑구 면목동 428-8번지 1층 ","서울특별시 중랑구 면목로 358 1층 (면목동)","20141113","운영중","","","","","","","","","동물약국","02-435-6985","207817.58103400000  ","453818.31046400000  ","306000001120140003","정상"
"861","하나로약국","서울특별시 중랑구 상봉동 136-1번지 ","서울특별시 중랑구 망우로 192 (상봉동)","20040317","운영중","","","","","0","","","","동물약국","439-0323","206548.16569200000  ","454849.93806800000  ","306000001120040001","정상"
"862","봉화신세계약국","서울특별시 중랑구 신내동 646번지 금강리빙스텔 1301호","서울특별시 중랑구 신내로 211 130131호 (신내동 금강리빙스텔)","20040330","운영중","","","","","67.62","","","","동물약국","","208181.52335000000  ","457421.58338500000  ","306000001120040002","정상"
"863","면목백화점약국","서울특별시 중랑구 면목동 507-26번지 ","서울특별시 중랑구 용마산로 328 (면목동)","20040527","운영중","","","","","0","","","","동물약국","","208265.23293900000  ","453504.65089300000  ","306000001120040006","정상"
"864","안민온누리약국","서울특별시 구로구 천왕동 96-11번지 천왕에이스프라자 ","서울특별시 구로구 천왕로 32 천왕에이스프라자 1층 (천왕동)","20171211","운영중","","","","","","","","","동물약국","220667525","185829.29477700000  ","442360.86949700000  ","316000001120170008","정상"
"865","건강한 온누리약국","서울특별시 강서구 화곡동 369-8번지 ","서울특별시 강서구 가로공원로82길 41-8 1층 (화곡동)","20151113","운영중","","","","","","","","","동물약국","26060012","185933.30529700000  ","448470.95656100000  ","315000001120150004","정상"
"866","우성메디칼약국","서울특별시 양천구 신월동 928-1번지 1층 101호","서울특별시 양천구 지양로 78 1층 101호 (신월동)","20151106","운영중","","","","","","","","","동물약국","2605-1339","185287.91387300000  ","447032.04970300000  ","314000001120150010","정상"
"867","홍일태평양약국","서울특별시 양천구 신정동 898-11번지 ","서울특별시 양천구 목동로 229 (신정동)","20151008","운영중","","","","","","","","","동물약국","2692-0422","187946.31039100000  ","447738.59080700000  ","314000001120150008","정상"
"868","동인프라자약국","","서울특별시 양천구 남부순환로40길 13 (신월동)","20160519","운영중","","","","","","","","","동물약국","","184797.91423300000  ","448378.64123400000  ","314000001120160004","정상"
"869","이층약국","서울특별시 마포구 공덕동 462번지 ","서울특별시 마포구 마포대로 143 210호 (공덕동 마포공덕파크팰리스 Ⅱ)","20160922","운영중","","","","","","","","","동물약국","","195854.99796600000  ","449771.97373000000  ","313000001120160007","정상"
"870","제일그랜드약국","서울특별시 강남구 논현동 200번지 ","서울특별시 강남구 강남대로 478 (논현동 제우빌딩)","20161012","운영중","","","","","","","","","동물약국","02-546-0093","202181.26194800000  ","445071.14386900000  ","322000001120160012","정상"
"871","우리대한약국","서울특별시 강북구 수유동 47-1번지 ","서울특별시 강북구 도봉로81길 3 (수유동)","20170403","운영중","","","","","","","","","동물약국","02-908-2225","202022.13571100000  ","459501.29761200000  ","308000001120170003","정상"
"872","반가운약국","서울특별시 송파구 가락동 120-4번지 ","서울특별시 송파구 송이로 166 상가 102동 101호 (가락동 가락우성2차아파트)","20170512","운영중","","","","","0","","","","동물약국","","211076.84610900000  ","443657.54503900000  ","323000001120170004","정상"
"873","경희궁햇살약국","서울특별시 종로구 홍파동 42-13번지 ","서울특별시 종로구 송월길 99 203동 2218호 (홍파동 경희궁자이)","20170426","운영중","","","","","0","","","","동물약국","02-733-3342","196861.89175100000  ","452358.21170300000  ","300000001120170001","정상"
"874","맑은하늘약국","서울특별시 강남구 개포동 655-4번지 101호","서울특별시 강남구 개포로 265 101호 (개포동 개포동메디시스빌딩)","20170522","운영중","","","","","","","","","동물약국","055-299-0807","204689.59193900000  ","442380.23674200000  ","322000001120170006","정상"
"875","센느약국","서울특별시 강남구 역삼동 825-19번지 강남역센트럴푸르지오시티 122호","서울특별시 강남구 테헤란로4길 6 122호 (역삼동 강남역센트럴푸르지오시티)","20170522","운영중","","","","","0","","","","동물약국","","202492              ","443952              ","322000001120170007","정상"
"876","천사약국","서울특별시 강동구 천호동 293-10번지 ","","20040304","운영중","","","","","63.19","","","","동물약국","482-8484","211758.998355       ","449351.561912       ","324000001120040002","정상"
"877","강동태평양약국","서울특별시 강동구 성내동 429번지 ","","20040308","운영중","","","","","600","","","","동물약국","473-3377","211877.432748       ","447129.956813       ","324000001120040003","정상"
"878","메디칼약국","서울특별시 강동구 암사동 502-22번지 ","","20040316","운영중","","","","","66","","","","동물약국","3426-5384","211165.959957       ","449812.955231       ","324000001120040005","정상"
"879","수빈온누리약국","서울특별시 강동구 성내동 295번지 청구성안마을(아)상가 ","","20040319","운영중","","","","","0","","","","동물약국","471-2276","210937.523875       ","447725.62963        ","324000001120040007","정상"
"880","현대제이드약국","서울특별시 강동구 성내동 460-1번지 현대제이드빌딩 102호 ","","20040618","운영중","","","","","117","","","","동물약국","484-1511","210920.06495        ","447114.935266       ","324000001120040015","정상"
"881","동아약국","서울특별시 강동구 천호동 456번지 ","","20041026","운영중","","","","","117","","","","동물약국","485-4195","210825.177288       ","448573.814955       ","324000001120040019","정상"
"882","파란약국","서울특별시 강동구 성내동 439-15번지 둔촌메디컬센터 106호 ","","20050616","운영중","","","","","35","","","","동물약국","484-2479","211827.235078       ","446961.271695       ","324000001120050002","정상"
"883","동물약국","서울특별시 강동구 성내동 439-15번지 둔촌메디컬센터 104호 ","","20051006","운영중","","","","","40.5","","","","동물약국","474-2447","211827.235078       ","446961.271695       ","324000001120050003","정상"
"884","강동시민의약국","서울특별시 강동구 성내동 ","","20120423","운영중","","","","","","","","","동물약국","486-2662","","","324000001120120001","정상"
